江苏亚太轻合金科技股份有限公司,136
安徽鸿路钢结构,0
中化岩土集团股份有限公司,1
广东万和新电气股份有限公司,698
广州杰赛科技股份有限公司,1351
深圳市金新农科技股份有限公司,18
华油惠博普科技股份有限公司,50
芜湖顺荣三七互娱网络科技股份有限公司,0
洽洽食品股份有限公司,172
巨人网络集团股份有限公司,0
江苏亚威机床股份有限公司,281
兄弟科技股份有限公司,47
浙江森马服饰股份有限公司,18
唐人神集团股份有限公司,51
贝因美婴童食品股份有限公司,37
安徽德力日用玻璃股份有限公司,374
索菲亚家居股份有限公司,140
广东群兴玩具股份有限公司,202
深圳雷柏科技股份有限公司,437
惠州中京电子科技股份有限公司,94
山东圣阳电源股份有限公司,235
好想你枣业股份有限公司,179
海能达通信股份有限公司,635
西陇科学股份有限公司,6
深圳市奥拓电子股份有限公司,400
史丹利农业集团股份有限公司,42
瑞康医药股份有限公司,0
厦门日上集团股份有限公司,19
比亚迪股份有限公司,17562
山东省章丘鼓风机股份有限公司,69
石家庄以岭药业股份有限公司,186
亚夏汽车股份有限公司,0
江苏国信股份有限公司,0
江苏爱康科技股份有限公司,3
朗姿股份有限公司,5
洛阳北方玻璃技术股份有限公司,331
浙江哈尔斯真空器皿股份有限公司,343
广东长青,144
深圳瑞和建筑装饰股份有限公司,142
融钰集团股份有限公司,0
完美世界股份有限公司,0
华西能源工业股份有限公司,147
金安国纪科技股份有限公司,63
东莞勤上光电股份有限公司,866
福建雪人股份有限公司,172
跨境通宝电子商务股份有限公司,0
永高股份有限公司,332
北京荣之联科技股份有限公司,73
中节能万润股份有限公司,287
浙江卫星石化股份有限公司,42
博彦科技股份有限公司,12
成都利君实业股份有限公司,173
海思科医药集团股份有限公司,0
深圳万润科技股份有限公司,90
北京中科金财科技股份有限公司,95
北京雪迪龙科技股份有限公司,253
茂硕电源科技股份有限公司,155
克明面业股份有限公司,130
北京威卡威汽车零部件股份有限公司,0
广州普邦园林股份有限公司,61
北京首航艾启威节能技术股份有限公司,49
广东奥马电器股份有限公司,303
东江环保股份有限公司,98
西部证券股份有限公司,0
兴业皮革科技股份有限公司,89
深圳市奋达科技股份有限公司,155
广东宏大爆破股份有限公司,124
广东猛狮新能源科技股份有限公司,6
无锡华东重型机械股份有限公司,37
浙江亿利达风机股份有限公司,132
金河生物科技股份有限公司,29
合肥美亚光电技术股份有限公司,246
美盛文化创意股份有限公司,97
奥瑞金包装股份有限公司,140
海欣食品股份有限公司,43
广东新宝电器股份有限公司,3048
上海良信电器股份有限公司,487
众信旅游集团股份有限公司,0
常州光洋轴承股份有限公司,123
广州天赐高新材料股份有限公司,159
欧浦智网股份有限公司,9
思美传媒股份有限公司,0
东易日盛家居装饰集团股份有限公司,74
牧原食品股份有限公司,521
怀集登云汽配股份有限公司,46
岭南园林股份有限公司,49
北京金一文化发展股份有限公司,0
金轮蓝海股份有限公司,0
海洋王照明科技股份有限公司,12528
山东龙大肉食品股份有限公司,4
云南鸿翔一心堂药业,4
特一药业集团股份有限公司,1
广东燕塘乳业股份有限公司,24
国信证券股份有限公司,6
葵花药业集团股份有限公司,3
中矿资源勘探股份有限公司,13
万达电影股份有限公司,0
广东光华科技股份有限公司,79
木林森股份有限公司,529
深圳市易尚展示股份有限公司,101
昇兴集团股份有限公司,27
多喜爱集团股份有限公司,0
深圳汇洁集团股份有限公司,65
深圳市索菱实业股份有限公司,154
杭州先锋电子技术股份有限公司,27
深圳市普路通供应链管理股份有限公司,2
北京真视通科技股份有限公司,17
成都康弘药业集团股份有限公司,79
快意电梯股份有限公司,97
四川久远银海软件股份有限公司,9
北京三夫户外用品股份有限公司,17
深圳市奇信建设集团股份有限公司,31
深圳可立克科技股份有限公司,31
深圳市银宝山新科技股份有限公司,157
广东坚朗五金制品股份有限公司,472
广东通宇通讯股份有限公司,453
永和流体智控股份有限公司,12
苏州市世嘉科技股份有限公司,60
第一创业证券股份有限公司,0
四川帝王洁具股份有限公司,208
西安环球印务股份有限公司,43
深圳市路畅科技股份有限公司,214
北京东方中科集成科技股份有限公司,0
深圳市中装建设集团股份有限公司,54
深圳市凯中精密技术股份有限公司,63
深圳市名雕装饰股份有限公司,36
广州视源电子科技股份有限公司,2718
深圳麦格米特电气股份有限公司,280
广东皮阿诺科学艺术家居股份有限公司,73
周大生珠宝股份有限公司,102
绿康生化股份有限公司,30
贵阳新天药业股份有限公司,92
广东凌霄泵业股份有限公司,47
深圳市京泉华科技股份有限公司,80
山东航空股份有限公司,0
南京普天通信股份有限公司,182
瓦房店轴承股份有限公司,20
杭州汽轮机股份有限公司,164
青岛特锐德电气股份有限公司,305
北京神州泰岳软件股份有限公司,481
汉威科技集团股份有限公司,0
安徽安科生物工程,56
北京立思辰科技股份有限公司,0
北京鼎汉技术股份有限公司,101
华测检测认证集团股份有限公司,71
惠州亿纬锂能股份有限公司,417
爱尔眼科医院集团股份有限公司,8
网宿科技股份有限公司,361
银江股份有限公司,205
西安宝德自动化股份有限公司,64
沈阳新松机器人自动化股份有限公司,842
杭州华星创业通信技术股份有限公司,6
天津红日药业股份有限公司,185
华谊兄弟传媒股份有限公司,0
金亚科技股份有限公司,74
广州阳普医疗科技股份有限公司,124
浙江核新同花顺网络信息股份有限公司,14
北京超图软件股份有限公司,43
深圳新宙邦科技股份有限公司,186
深圳市朗科科技股份有限公司,267
星辉互动娱乐股份有限公司,87
北京华力创通科技股份有限公司,146
深圳天源迪科信息技术股份有限公司,39
内蒙古福瑞医疗科技股份有限公司,3
珠海世纪鼎利科技股份有限公司,10
厦门三五互联科技股份有限公司,9
深圳中青宝互动网络股份有限公司,9
北京万邦达环保技术股份有限公司,122
北京蓝色光标品牌管理顾问股份有限公司,6
东方财富信息股份有限公司,0
广东天龙油墨集团股份有限公司,21
北京海兰信数据科技股份有限公司,46
浙江南都电源动力股份有限公司,228
北京碧水源科技股份有限公司,66
北京华谊嘉信整合营销顾问集团股份有限公司,0
华平信息技术股份有限公司,199
北京数字政通科技股份有限公司,1
宁波GQY视讯股份有限公司,79
国民技术股份有限公司,1191
思创医惠科技股份有限公司,53
海默科技,62
深圳市银之杰科技股份有限公司,104
康芝药业股份有限公司,52
江苏金通灵流体机械科技股份有限公司,66
四川科新机电股份有限公司,34
湛江国联水产开发股份有限公司,46
易联众信息技术股份有限公司,45
乐视网信息技术(北京)股份有限公司,3485990
浙江向日葵光能科技股份有限公司,27
杭州顺网科技股份有限公司,41
深圳市长盈精密技术股份有限公司,355
东方日升新能源股份有限公司,82
天津瑞普生物技术股份有限公司,285
天津经纬电材股份有限公司,96
太阳鸟游艇股份有限公司,299
深圳市汇川技术股份有限公司,644
深圳市新国都技术股份有限公司,179
深圳市英唐智能控制股份有限公司,16
浙江华策影视股份有限公司,1
深圳市大富科技股份有限公司,545
深圳市信维通信股份有限公司,362
云南沃森生物技术股份有限公司,43
汤臣倍健股份有限公司,180
广州市香雪制药股份有限公司,130
天舟文化股份有限公司,0
量子高科(中国)生物股份有限公司,807856
深圳市昌红科技股份有限公司,20
深圳市瑞凌实业股份有限公司,169
广东安居宝数码科技股份有限公司,217
恒泰艾普集团股份有限公司,7
山西振东制药股份有限公司,84
新疆机械研究院股份有限公司,70
江苏秀强玻璃工艺股份有限公司,110
武汉华中数控股份有限公司,179
深圳雷曼光电科技股份有限公司,207
江苏天瑞仪器股份有限公司,424
北京东方国信科技股份有限公司,3
深圳市迪威视讯股份有限公司,25
万达信息股份有限公司,69
常州天晟新材料股份有限公司,46
上海汉得信息技术股份有限公司,4
上海东富龙科技股份有限公司,888
朗源股份有限公司,3
广东鸿特精密技术股份有限公司,59
广州中海达卫星导航技术股份有限公司,79
深圳市腾邦国际商业服务股份有限公司,1
北京捷成世纪科技股份有限公司,68
青岛东软载波科技股份有限公司,80
武汉力源信息技术股份有限公司,9
通裕重工股份有限公司,133
永清环保股份有限公司,66
厦门市美亚柏科信息股份有限公司,368
深圳市佳士科技股份有限公司,87
福安药业,107
天津长荣科技集团股份有限公司,0
深圳市铁汉生态环境股份有限公司,202
深圳翰宇药业股份有限公司,451
徐州海伦哲专用车辆股份有限公司,282
聚龙股份有限公司,124
聚光科技(杭州)股份有限公司,3080607
舒泰神(北京)生物制药股份有限公司,661992
武汉天喻信息产业股份有限公司,286
深圳市理邦精密仪器股份有限公司,820
欣旺达电子股份有限公司,254
天泽信息产业股份有限公司,75
江苏亿通高科技股份有限公司,206
北京易华录信息技术股份有限公司,220
北京佳讯飞鸿电气股份有限公司,493
苏州电器科学研究院股份有限公司,92
湖南千山制药机械股份有限公司,1177
武汉金运激光股份有限公司,177
广东银禧科技股份有限公司,92
北京君正集成电路股份有限公司,142
烟台正海磁性材料股份有限公司,93
上海金力泰化工股份有限公司,51
上海钢联电子商务股份有限公司,2
深圳光韵达光电科技股份有限公司,54
张家港富瑞特种装备股份有限公司,244
北京拓尔思信息技术股份有限公司,23
北京银信长远科技股份有限公司,18
深圳市洲明科技股份有限公司,289
山东金城医药集团股份有限公司,0
山东美晨科技股份有限公司,143
江苏飞力达国际物流股份有限公司,3
深圳市瑞丰光电子股份有限公司,211
浙江迪安诊断技术股份有限公司,1
上海天玑科技股份有限公司,19
新开普电子股份有限公司,112
杭州初灵信息技术股份有限公司,52
北京光线传媒股份有限公司,2
卫宁健康科技集团股份有限公司,0
河北常山生化药业股份有限公司,16
浙江开山压缩机股份有限公司,7
洛阳隆华传热节能股份有限公司,136
湖南尔康制药股份有限公司,216
深圳市联建光电股份有限公司,175
杭州中威电子股份有限公司,75
北京华宇软件股份有限公司,6
上海开能环保设备股份有限公司,150
珠海和佳医疗设备股份有限公司,133
阳光电源股份有限公司,1177
湖北三丰智能输送装备股份有限公司,72
深圳海联讯科技股份有限公司,14
苏交科集团股份有限公司,305
贵阳朗玛信息技术股份有限公司,192
北京利德曼生化股份有限公司,120
江苏三六五网络股份有限公司,0
利亚德光电股份有限公司,323
蓝盾信息安全技术股份有限公司,119
深圳市长方集团股份有限公司,1
北京同有飞骥科技股份有限公司,85
深圳市聚飞光电股份有限公司,130
江苏云意电气股份有限公司,235
广东宜通世纪科技股份有限公司,18
任子行网络技术股份有限公司,138
北京掌趣科技股份有限公司,0
深圳珈伟光伏照明股份有限公司,65
北京博晖创新光电技术股份有限公司,50
江阴海达橡塑股份有限公司,298
惠州硕贝德无线科技股份有限公司,193
华灿光电股份有限公司,201
北京旋极信息技术股份有限公司,227
中颖电子股份有限公司,141
深圳兆日科技股份有限公司,47
天津膜天膜科技股份有限公司,89
上海新文化传媒集团股份有限公司,0
长沙开元仪器股份有限公司,656
江苏润和软件股份有限公司,16
杭州泰格医药科技股份有限公司,9
深圳市长亮科技股份有限公司,0
北京北信源软件股份有限公司,174
北京东土科技股份有限公司,342
光一科技股份有限公司,74
浙江我武生物科技股份有限公司,13
楚天科技股份有限公司,1921
全通教育集团(广东)股份有限公司,3081035
重庆博腾制药科技股份有限公司,49
北京恒华伟业科技股份有限公司,219
四川创意信息技术股份有限公司,9
